,Player,shirt_number,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks
211,Mohamed Salah ,11,EGY,RW,29-179,90,1,0,1,1,5,1,0,0,47,1,0,0
212,Thiago Alcántara ,6,ESP,LM,30-244,82,0,0,0,0,1,0,0,0,93,2,1,0
213,   James Milner ,7,ENG,LM,35-341,8,0,0,0,0,0,0,0,0,6,0,1,0
214,Fabinho ,3,BRA,CM,28-049,90,0,0,0,0,0,0,0,0,59,3,2,1
215,Jordan Henderson ,14,ENG,RM,31-177,90,0,0,0,0,0,0,0,0,52,0,3,0
216,Andrew Robertson ,26,SCO,LB,27-275,90,0,0,0,0,1,1,0,0,105,1,1,1
217,Virgil van Dijk ,4,NED,CB,30-156,90,0,0,0,0,1,1,1,0,93,2,0,1
218,Joël Matip ,32,CMR,CB,30-125,90,0,0,0,0,2,1,0,0,75,2,2,1
219,Trent Alexander-Arnold ,66,ENG,RB,23-065,90,0,0,0,0,2,0,0,0,92,1,0,2
220,Alisson ,1,BRA,GK,29-070,90,0,0,0,0,0,0,0,0,25,1,0,0
221,Diogo Jota ,20,POR,FW,25-012,90,1,0,0,0,7,3,0,0,37,1,0,0
222,Sadio Mané ,10,SEN,LW,29-250,90,0,0,0,0,2,1,0,0,41,1,0,0
223,Mohamed Salah ,11,EGY,RW,29-184,73,1,0,0,0,4,1,0,0,49,0,0,0
224,   Roberto Firmino ,9,BRA,RW,30-075,17,0,1,0,0,1,0,0,0,16,1,0,0
225,Thiago Alcántara ,6,ESP,LM,30-249,89,0,0,0,0,0,0,0,0,104,2,1,1
226,   James Milner ,7,ENG,LM,35-346,1,0,0,0,0,0,0,0,0,11,0,0,0
227,Jordan Henderson ,14,ENG,CM,31-182,90,0,0,0,0,2,0,1,0,126,0,1,0
228,Alex Oxlade-Chamberlain ,15,ENG,RM,28-123,73,0,0,0,0,1,0,0,0,41,1,0,1
229,   Naby Keïta ,8,GUI,RM,26-309,17,0,0,0,0,3,1,0,0,23,1,0,0
230,Andrew Robertson ,26,SCO,LB,27-280,90,0,0,0,0,0,0,0,0,88,0,1,1
231,Ibrahima Konaté ,5,FRA,CB,22-205,90,0,0,0,0,1,0,0,0,95,1,3,0
232,Joël Matip ,32,CMR,CB,30-130,90,0,0,0,0,1,1,0,0,94,3,1,0
233,Trent Alexander-Arnold ,66,ENG,RB,23-070,90,1,0,0,0,1,1,0,0,111,1,2,0
234,Alisson ,1,BRA,GK,29-075,90,0,0,0,0,0,0,0,0,33,0,0,0
235,Diogo Jota ,20,POR,"FW,RM",25-015,89,1,0,0,0,3,1,0,0,41,3,0,3
236,   Joe Gomez ,12,ENG,"CB,RM",24-210,1,0,0,0,0,0,0,0,0,2,0,0,0
237,Sadio Mané ,10,SEN,"LW,LM",29-253,81,0,0,0,0,2,0,0,0,51,2,0,1
238,   Kostas Tsimikas ,21,GRE,"LB,WB",25-221,9,0,0,0,0,0,0,1,0,14,0,1,0
239,Mohamed Salah ,11,EGY,"RW,FW",29-187,90,0,0,0,0,2,0,0,0,36,2,0,0
240,James Milner ,7,ENG,"LM,CM,LB",35-349,90,0,0,0,0,3,1,0,0,86,3,2,0
241,Tyler Morton ,80,ENG,CM,19-049,59,0,0,0,0,0,0,1,0,32,0,3,0
242,   Roberto Firmino ,9,BRA,"FW,LM",30-078,31,0,0,0,0,0,0,0,0,15,0,0,1
243,Naby Keïta ,8,GUI,"RM,CM",26-312,90,0,0,0,0,3,1,1,0,71,7,3,3
244,Andrew Robertson ,26,SCO,LB,27-283,76,1,1,0,0,2,1,0,1,86,0,1,0
245,Ibrahima Konaté ,5,FRA,CB,22-208,90,0,0,0,0,0,0,1,0,61,1,1,3
246,Joël Matip ,32,CMR,CB,30-133,90,0,0,0,0,1,0,0,0,62,3,0,1
247,Trent Alexander-Arnold ,66,ENG,"RB,WB",23-073,90,0,1,0,0,2,2,0,0,99,4,0,1
248,Alisson ,1,BRA,GK,29-078,90,0,0,0,0,0,0,0,0,45,0,0,0
249,Diogo Jota ,20,POR,FW,25-024,90,0,0,0,0,3,0,0,0,41,2,1,1
250,Sadio Mané ,10,SEN,LW,29-262,90,0,0,0,0,5,1,0,0,51,1,0,1
251,Mohamed Salah ,11,EGY,RW,29-196,90,0,0,0,1,4,1,0,0,51,0,1,0
252,Alex Oxlade-Chamberlain ,15,ENG,LM,28-135,54,0,0,0,0,0,0,0,0,40,1,1,0
253,   Naby Keïta ,8,GUI,"DM,LM",26-321,36,0,0,0,0,1,0,0,0,46,3,0,0
254,Fabinho ,3,BRA,CM,28-066,63,0,0,0,0,0,0,0,0,51,3,2,0
255,   James Milner ,7,ENG,"DM,CM",35-358,27,0,0,0,0,0,0,0,0,41,3,2,0
256,Jordan Henderson ,14,ENG,RM,31-194,69,0,0,0,0,3,0,0,0,55,0,1,3
257,   Roberto Firmino ,9,BRA,AM,30-087,21,0,0,0,0,0,0,0,0,11,0,0,0
258,Kostas Tsimikas ,21,GRE,LB,25-230,90,0,0,0,0,0,0,0,0,88,1,2,0
259,Virgil van Dijk ,4,NED,CB,30-173,90,0,0,0,0,1,1,0,0,71,1,1,2
260,Joël Matip ,32,CMR,CB,30-142,90,0,0,0,0,3,0,1,0,75,0,3,1
261,Trent Alexander-Arnold ,66,ENG,RB,23-082,90,0,0,0,0,0,0,0,0,115,0,1,0
262,Alisson ,1,BRA,GK,29-087,90,0,0,0,0,0,0,0,0,21,0,0,0
263,Diogo Jota ,20,POR,FW,25-029,68,0,0,0,0,0,0,0,0,35,0,0,0
264,   Alex Oxlade-Chamberlain ,15,ENG,FW,28-140,22,0,0,0,0,0,0,0,0,10,0,0,0
265,Sadio Mané ,10,SEN,LW,29-267,89,1,0,0,0,2,2,1,0,42,1,1,1
266,   Curtis Jones ,17,ENG,LW,20-337,1,0,0,0,0,0,0,0,0,4,0,0,0
267,Mohamed Salah ,11,EGY,RW,29-201,90,1,0,0,0,4,3,0,0,39,0,1,0
268,James Milner ,7,ENG,LM,35-363,68,0,0,0,0,0,0,0,0,37,3,1,3
269,   Naby Keïta ,8,GUI,LM,26-326,22,0,0,0,0,0,0,0,0,12,0,1,0
270,Fabinho ,3,BRA,CM,28-071,90,0,0,0,0,0,0,0,0,60,2,2,0
271,Jordan Henderson ,14,ENG,RM,31-199,90,0,0,0,0,0,0,0,0,53,2,1,0
272,Kostas Tsimikas ,21,GRE,LB,25-235,90,0,0,0,0,1,0,0,0,72,2,2,0
273,Virgil van Dijk ,4,NED,CB,30-178,90,0,0,0,0,0,0,0,0,67,1,1,0
274,Ibrahima Konaté ,5,FRA,CB,22-222,90,0,0,0,0,1,0,1,0,64,0,0,3
275,Trent Alexander-Arnold ,66,ENG,RB,23-087,90,0,1,0,0,2,1,0,0,77,0,0,0
276,Caoimhín Kelleher ,62,IRL,GK,23-040,90,0,0,0,0,0,0,0,0,52,1,0,0
277,Roberto Firmino ,9,BRA,FW,30-106,77,0,1,0,0,2,1,0,0,54,0,1,0
278,   James Milner ,7,ENG,FW,36-012,13,0,0,0,0,0,0,0,0,25,0,0,0
279,Diogo Jota ,20,POR,LW,25-043,81,0,0,0,0,6,2,0,0,53,0,0,1
280,   Kaide Gordon ,49,ENG,LW,17-103,9,0,0,0,0,1,1,0,0,7,1,0,0
281,Alex Oxlade-Chamberlain ,15,ENG,RW,28-154,73,1,0,0,0,2,1,0,0,39,0,0,2
282,   Takumi Minamino ,18,JPN,RW,27-000,17,1,0,0,0,2,1,0,0,10,1,0,0
283,Curtis Jones ,17,ENG,LM,20-351,90,0,0,0,0,2,2,0,0,75,1,1,0
284,Fabinho ,3,BRA,CM,28-085,90,1,0,0,0,2,2,0,0,86,0,2,1
285,Jordan Henderson ,14,ENG,RM,31-213,90,0,0,0,0,0,0,0,0,100,2,2,0
286,Andrew Robertson ,26,SCO,LB,27-311,90,0,1,0,0,1,0,0,0,105,1,1,0
287,Virgil van Dijk ,4,NED,CB,30-192,90,0,0,0,0,2,2,0,0,74,0,0,0
288,Joël Matip ,32,CMR,CB,30-161,90,0,0,0,0,3,1,0,0,86,2,2,3
289,Trent Alexander-Arnold ,66,ENG,RB,23-101,90,0,1,0,0,4,0,0,0,115,1,0,0
290,Alisson ,1,BRA,GK,29-106,90,0,0,0,0,0,0,0,0,46,0,0,0
291,Roberto Firmino ,9,BRA,FW,30-113,89,0,0,0,0,0,0,1,0,54,2,0,0
292,   James Milner ,7,ENG,RW,36-019,1,0,0,0,0,0,0,0,0,4,0,0,0
293,Diogo Jota ,20,POR,LW,25-050,90,0,0,0,0,1,1,0,0,45,1,0,1
294,Alex Oxlade-Chamberlain ,15,ENG,RW,28-161,59,1,0,0,0,3,1,0,0,36,2,0,2
295,   Takumi Minamino ,18,JPN,"RW,FW",27-007,31,0,0,0,0,0,0,0,0,4,0,0,0
296,Curtis Jones ,17,ENG,LM,20-358,90,0,0,0,0,0,0,0,0,58,1,1,1
297,Fabinho ,3,BRA,CM,28-092,90,1,0,1,1,2,1,0,0,59,0,1,0
298,Jordan Henderson ,14,ENG,RM,31-220,90,0,0,0,0,4,1,0,0,72,0,2,2
299,Andrew Robertson ,26,SCO,LB,27-318,90,0,2,0,0,2,1,0,0,85,1,0,0
300,Virgil van Dijk ,4,NED,CB,30-199,90,1,0,0,0,1,1,0,0,77,0,1,0
301,Joël Matip ,32,CMR,CB,30-168,90,0,0,0,0,0,0,0,0,90,0,2,0
302,Trent Alexander-Arnold ,66,ENG,RB,23-108,89,0,0,0,0,0,0,0,0,90,0,2,2
303,   Joe Gomez ,12,ENG,RB,24-245,1,0,0,0,0,0,0,0,0,3,0,0,0
304,Alisson ,1,BRA,GK,29-113,90,0,0,0,0,0,0,0,0,41,0,0,0
305,Roberto Firmino ,9,BRA,FW,30-131,59,0,0,0,0,4,2,1,0,43,3,0,1
306,   Mohamed Salah ,11,EGY,RW,29-240,31,0,0,0,0,4,3,0,0,23,0,0,0
307,Luis Díaz ,23,COL,LW,25-028,89,0,0,0,0,4,2,0,0,59,0,0,1
308,   Takumi Minamino ,18,JPN,LW,27-025,1,0,0,0,0,0,0,0,0,3,0,0,0
309,Diogo Jota ,20,POR,"RW,FW",25-068,90,2,0,0,0,3,2,0,0,37,3,1,1
310,Curtis Jones ,17,ENG,LM,21-011,58,0,0,0,0,1,0,0,0,50,1,2,0
311,   Harvey Elliott ,67,ENG,RM,18-312,32,0,0,0,0,0,0,0,0,27,1,1,1
312,Fabinho ,3,BRA,CM,28-110,90,0,0,0,0,0,0,0,0,69,4,6,3
313,Thiago Alcántara ,6,ESP,"RM,LM",30-305,90,0,0,0,0,1,0,0,0,94,4,3,1
314,Andrew Robertson ,26,SCO,LB,27-336,90,0,0,0,0,0,0,0,0,104,0,1,3
315,Virgil van Dijk ,4,NED,CB,30-217,90,0,0,0,0,2,1,0,0,105,0,1,0
316,Joël Matip ,32,CMR,CB,30-186,90,0,1,0,0,1,0,0,0,116,2,3,1
317,Trent Alexander-Arnold ,66,ENG,RB,23-126,90,0,0,0,0,2,1,0,0,102,0,1,1
318,Alisson ,1,BRA,GK,29-131,90,0,0,0,0,0,0,0,0,24,0,0,0
319,Roberto Firmino ,9,BRA,FW,30-134,90,0,0,0,0,1,0,0,0,53,2,1,2
320,Sadio Mané ,10,SEN,LW,29-309,66,0,0,0,0,3,1,0,0,31,0,0,0
321,   Diogo Jota ,20,POR,LW,25-071,24,0,0,0,0,1,0,0,0,20,0,0,1
322,Mohamed Salah ,11,EGY,RW,29-243,90,0,0,0,0,1,0,0,0,42,1,1,2
323,Naby Keïta ,8,GUI,LM,27-003,89,0,0,0,0,1,1,0,0,84,5,0,0
324,   James Milner ,7,ENG,LM,36-040,1,0,0,0,0,0,0,0,0,0,0,0,0
325,Fabinho ,3,BRA,CM,28-113,90,1,0,0,0,3,2,0,0,67,0,0,1
326,Jordan Henderson ,14,ENG,RM,31-241,58,0,0,0,0,0,0,1,0,45,1,1,1
327,   Thiago Alcántara ,6,ESP,RM,30-308,32,0,0,0,0,0,0,0,0,34,0,0,0
328,Andrew Robertson ,26,SCO,LB,27-339,90,0,0,0,0,1,0,0,0,95,0,0,1
329,Virgil van Dijk ,4,NED,CB,30-220,90,0,0,0,0,0,0,0,0,82,0,1,1
330,Joël Matip ,32,CMR,CB,30-189,90,0,0,0,0,0,0,0,0,86,2,1,1
331,Trent Alexander-Arnold ,66,ENG,RB,23-129,90,0,0,0,0,1,0,0,0,99,0,1,0
332,Alisson ,1,BRA,GK,29-134,90,0,0,0,0,0,0,0,0,53,0,0,0
333,Sadio Mané ,10,SEN,"FW,LM,LW",29-315,90,1,0,0,0,4,2,0,0,45,0,0,1
334,Luis Díaz ,23,COL,"LW,FW",25-037,89,1,0,0,0,4,1,0,0,54,1,1,1
335,   Takumi Minamino ,18,JPN,AM,27-034,1,0,0,0,0,0,0,0,0,0,0,0,0
336,Mohamed Salah ,11,EGY,"RW,RM",29-249,90,1,0,0,0,8,2,0,0,62,1,0,0
337,Naby Keïta ,8,GUI,LM,27-009,61,0,0,0,0,1,0,0,0,62,3,0,0
338,   Divock Origi ,27,BEL,FW,26-307,29,0,0,0,0,2,0,0,0,9,0,0,1
339,Jordan Henderson ,14,ENG,"CM,DM",31-247,90,0,1,0,0,2,0,0,0,124,0,0,1
340,Alex Oxlade-Chamberlain ,15,ENG,RM,28-188,61,0,0,0,0,3,0,0,0,42,2,0,0
341,   Thiago Alcántara ,6,ESP,"CM,DM",30-314,29,0,0,0,0,1,0,0,0,52,0,0,0
342,Kostas Tsimikas ,21,GRE,LB,25-283,90,0,1,0,0,3,1,0,0,97,3,1,2
343,Virgil van Dijk ,4,NED,CB,30-226,90,0,0,0,0,1,1,0,0,102,0,1,1
344,Joël Matip ,32,CMR,CB,30-195,90,0,0,0,0,0,0,0,0,85,3,3,0
345,Joe Gomez ,12,ENG,RB,24-272,90,0,0,0,0,0,0,0,0,93,1,1,1
346,Alisson ,1,BRA,GK,29-140,90,0,1,0,0,0,0,0,0,36,0,0,0
347,Sadio Mané ,10,SEN,FW,29-319,90,2,0,0,0,3,2,0,0,78,1,0,0
348,Luis Díaz ,23,COL,LW,25-041,84,0,0,0,0,4,2,0,0,62,0,0,0
349,   Divock Origi ,27,BEL,LW,26-311,6,0,0,0,0,1,1,0,0,2,0,0,0
350,Mohamed Salah ,11,EGY,RW,29-253,90,2,1,2,2,4,1,0,0,66,0,0,0
351,Thiago Alcántara ,6,ESP,LM,30-318,67,0,0,0,0,0,0,0,0,65,4,1,1
352,   Jordan Henderson ,14,ENG,LM,31-251,23,0,1,0,0,0,0,0,0,21,0,1,0
353,Fabinho ,3,BRA,CM,28-123,90,0,0,0,0,1,0,0,0,51,2,2,0
354,Curtis Jones ,17,ENG,RM,21-024,76,0,0,0,0,4,3,0,0,66,0,1,0
355,   James Milner ,7,ENG,RM,36-050,14,0,0,0,0,1,0,0,0,15,0,1,0
356,Andrew Robertson ,26,SCO,LB,27-349,90,0,1,0,0,1,1,0,0,69,0,1,1
357,Virgil van Dijk ,4,NED,CB,30-230,90,1,0,0,0,1,1,0,0,104,0,3,0
358,Joël Matip ,32,CMR,CB,30-199,90,1,0,0,0,1,1,0,0,98,1,1,0
359,Trent Alexander-Arnold ,66,ENG,RB,23-139,90,0,0,0,0,0,0,0,0,59,0,1,1
360,Alisson ,1,BRA,GK,29-144,90,0,0,0,0,0,0,0,0,65,0,0,0
361,Sadio Mané ,10,SEN,"FW,RW",29-329,90,1,0,0,0,5,1,1,0,69,1,0,0
362,Luis Díaz ,23,COL,LW,25-051,89,0,0,0,0,5,0,0,0,66,0,0,2
363,   Curtis Jones ,17,ENG,LW,21-034,1,0,0,0,0,0,0,0,0,1,0,0,0
364,Mohamed Salah ,11,EGY,RW,29-263,78,0,0,0,0,6,3,0,0,57,0,0,0
365,   Diogo Jota ,20,POR,FW,25-091,12,0,0,0,0,1,0,1,0,8,0,0,0
366,Naby Keïta ,8,GUI,LM,27-023,89,0,0,0,0,1,0,0,0,72,1,0,2
367,   James Milner ,7,ENG,LM,36-060,1,0,0,0,0,0,0,0,0,1,0,0,0
368,Fabinho ,3,BRA,CM,28-133,90,0,0,0,0,0,0,0,0,70,2,1,2
369,Jordan Henderson ,14,ENG,RM,31-261,90,0,0,0,0,0,0,0,0,75,1,1,0
370,Andrew Robertson ,26,SCO,LB,27-359,90,0,0,0,0,0,0,0,0,97,3,0,0
371,Virgil van Dijk ,4,NED,CB,30-240,90,0,0,0,0,1,0,0,0,82,0,1,0
372,Ibrahima Konaté ,5,FRA,CB,22-284,90,0,0,0,0,0,0,0,0,99,2,0,2
373,Trent Alexander-Arnold ,66,ENG,RB,23-149,90,0,1,0,0,3,1,0,0,121,1,2,3
374,Alisson ,1,BRA,GK,29-154,90,0,0,0,0,0,0,0,0,46,0,0,0
375,Sadio Mané ,10,SEN,FW,29-336,90,0,0,0,0,4,3,0,0,36,0,0,0
376,Luis Díaz ,23,COL,LW,25-058,90,1,0,0,0,2,2,0,0,51,2,0,1
377,Mohamed Salah ,11,EGY,RW,29-270,64,1,0,1,1,6,2,0,0,27,0,0,0
378,   Diogo Jota ,20,POR,RW,25-098,26,0,0,0,0,0,0,0,0,12,2,1,0
379,Naby Keïta ,8,GUI,LM,27-030,64,0,0,0,0,1,0,0,0,37,1,2,2
380,   Thiago Alcántara ,6,ESP,LM,30-335,26,0,0,0,0,0,0,0,0,17,0,1,0
381,Fabinho ,3,BRA,CM,28-140,90,0,0,0,0,0,0,1,0,35,3,0,1
382,Jordan Henderson ,14,ENG,RM,31-268,85,0,0,0,0,1,1,0,0,44,2,1,0
383,   James Milner ,7,ENG,RM,36-067,5,0,0,0,0,0,0,0,0,6,0,0,0
384,Andrew Robertson ,26,SCO,LB,28-001,90,0,0,0,0,1,0,0,0,77,2,2,0
385,Virgil van Dijk ,4,NED,CB,30-247,90,0,0,0,0,0,0,0,0,51,1,0,0
386,Joël Matip ,32,CMR,CB,30-216,90,0,1,0,0,1,0,0,0,50,0,1,2
387,Trent Alexander-Arnold ,66,ENG,RB,23-156,90,0,0,0,0,1,0,0,0,68,2,1,2
388,Alisson ,1,BRA,GK,29-161,90,0,0,0,0,0,0,0,0,41,0,0,0
389,Diogo Jota ,20,POR,FW,25-102,55,1,0,0,0,1,1,0,0,23,0,0,0
390,   Roberto Firmino ,9,BRA,FW,30-165,35,1,0,0,0,1,1,1,0,23,0,0,3
391,Luis Díaz ,23,COL,LW,25-062,55,0,0,0,0,0,0,0,0,25,1,2,0
392,   Mohamed Salah ,11,EGY,RW,29-274,35,0,0,0,0,3,0,0,0,21,0,0,0
393,Sadio Mané ,10,SEN,"RW,LW",29-340,90,0,0,0,0,1,0,0,0,27,0,0,4
394,Thiago Alcántara ,6,ESP,LM,30-339,89,0,1,0,0,0,0,0,0,73,6,4,0
395,   Curtis Jones ,17,ENG,LM,21-045,1,0,0,0,0,0,0,0,0,2,0,0,0
396,Fabinho ,3,BRA,CM,28-144,90,0,0,0,0,0,0,0,0,57,2,0,3
397,Jordan Henderson ,14,ENG,RM,31-272,90,0,0,0,0,0,0,0,0,53,0,0,0
398,Andrew Robertson ,26,SCO,LB,28-005,90,0,1,0,0,1,0,0,0,101,4,3,3
399,Virgil van Dijk ,4,NED,CB,30-251,90,0,0,0,0,1,1,0,0,91,0,0,1
400,Joël Matip ,32,CMR,CB,30-220,90,0,0,0,0,1,0,0,0,68,1,0,1
401,Trent Alexander-Arnold ,66,ENG,RB,23-160,90,0,0,0,0,0,0,0,0,68,2,2,0
402,Alisson ,1,BRA,GK,29-165,90,0,0,0,0,0,0,0,0,37,0,0,0
403,Roberto Firmino ,9,BRA,FW,30-182,90,0,0,0,0,3,0,0,0,55,4,0,1
404,Diogo Jota ,20,POR,LW,25-119,90,1,0,0,0,6,2,0,0,44,0,0,0
405,Mohamed Salah ,11,EGY,RW,29-291,68,0,0,0,0,3,0,0,0,42,2,0,0
406,   Sadio Mané ,10,SEN,RW,29-357,22,0,0,0,0,1,0,0,0,12,1,0,1
407,Thiago Alcántara ,6,ESP,LM,30-356,89,0,0,0,0,1,0,0,0,99,5,3,1
408,   James Milner ,7,ENG,LM,36-088,1,0,0,0,0,0,0,0,0,5,0,0,0
409,Jordan Henderson ,14,ENG,CM,31-289,90,0,0,0,0,0,0,0,0,84,2,0,1
410,Curtis Jones ,17,ENG,RM,21-062,61,0,0,0,0,2,0,0,0,41,1,0,1
411,   Fabinho ,3,BRA,RM,28-161,29,1,0,1,1,0,0,0,0,40,0,0,0
412,Andrew Robertson ,26,SCO,LB,28-022,90,0,0,0,0,1,0,0,0,102,2,1,0
413,Virgil van Dijk ,4,NED,CB,30-268,90,0,0,0,0,1,0,0,0,113,0,1,0
414,Joël Matip ,32,CMR,CB,30-237,90,0,0,0,0,1,0,0,0,114,2,1,0
415,Joe Gomez ,12,ENG,RB,24-314,90,0,1,0,0,0,0,1,0,93,4,1,2
416,Alisson ,1,BRA,GK,29-182,90,0,0,0,0,0,0,0,0,36,0,0,0
417,Diogo Jota ,20,POR,FW,25-127,69,1,0,0,0,2,2,0,0,23,2,0,0
418,   Luis Díaz ,23,COL,LW,25-087,21,0,0,0,0,0,0,0,0,10,1,0,0
419,Sadio Mané ,10,SEN,"LW,FW",30-000,83,1,0,0,0,1,1,0,0,37,1,0,0
420,   Roberto Firmino ,9,BRA,FW,30-190,7,0,0,0,0,0,0,0,0,9,0,0,1
421,Mohamed Salah ,11,EGY,RW,29-299,90,0,1,0,0,1,0,0,0,41,3,0,0
